"Institution","Major","Avg Debt","Avg Payment","Salary 1 Yr","Salary 4 Yr","Projected Salary 10 Yr"
"Texas Christian University","Criminal Justice and Corrections",19545,217,36988,61238,103555
"Texas Christian University","Economics",19345,207,53144,69186,90594
"Texas Christian University","Political Science and Government",20625,234,47629,62718,83110
"Texas Christian University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",24172,265,66913,74265,82499
"Texas Christian University","Marketing",18732,207,62078,81394,107375
"Texas Christian University","Real Estate",19738,265,61773,104549,181071
"Texas Lutheran University","Business Administration, Management and Operations",23616,270,42972,56465,74657
"The University of Texas Permian Basin","Communication and Media Studies",17804,186,46349,45950,45950
"The University of Texas at San Antonio","Natural Resources Conservation and Research",23601,232,36786,48955,65594
"The University of Texas at San Antonio","Communication and Media Studies",20970,230,35373,44543,56339
"The University of Texas at San Antonio","Computer and Information Sciences, General",22956,221,71381,91108,116865
"The University of Texas at San Antonio","Computer/Information Technology Administration and Management",21625,228,52808,81067,126366
"The University of Texas at San Antonio","Civil Engineering",25485,269,65512,74389,84583
"The University of Texas at San Antonio","Electrical, Electronics and Communications Engineering",23765,264,70362,79898,90849
"The University of Texas at San Antonio","Mechanical Engineering",25400,276,62534,74620,89274
"The University of Texas at San Antonio","English Language and Literature, General",22072,227,28232,39601,56081
"The University of Texas at San Antonio","Liberal Arts and Sciences, General Studies and Humanities",22541,235,29098,44934,70488
"The University of Texas at San Antonio","Biology, General",21772,223,29363,43677,65828
"The University of Texas at San Antonio","Mathematics",24020,240,39915,55765,78638
"The University of Texas at San Antonio","Multi/Interdisciplinary Studies, Other",21617,228,39110,49315,62462
"The University of Texas at San Antonio","Health and Physical Education/Fitness",22189,232,27095,49061,91479
"The University of Texas at San Antonio","Chemistry",22466,212,36396,51788,74457
"The University of Texas at San Antonio","Geological and Earth Sciences/Geosciences",18810,196,37620,50177,67389
"The University of Texas at San Antonio","Psychology, General",20535,207,26853,40811,62936
"The University of Texas at San Antonio","Criminal Justice and Corrections",19939,207,32117,45577,65341
"The University of Texas at San Antonio","Public Administration",21320,212,35193,43594,54207
"The University of Texas at San Antonio","Anthropology",18944,197,25047,34868,48984
"The University of Texas at San Antonio","Political Science and Government",20879,209,31592,46760,70102
"The University of Texas at San Antonio","Sociology",22375,243,28969,43452,66074
"The University of Texas at San Antonio","Building/Construction Finishing, Management, and Inspection",21443,216,66051,82129,102525
"The University of Texas at San Antonio","Fine and Studio Arts",24559,261,29772,33350,37398
"The University of Texas at San Antonio","Music",23448,251,42761,50800,60500
"The University of Texas at San Antonio","Public Health",23168,254,31673,47230,71371
"The University of Texas at San Antonio","Business Administration, Management and Operations",19549,198,41166,53542,70041
"The University of Texas at San Antonio","Accounting and Related Services",20275,210,48735,62423,80365
"The University of Texas at San Antonio","Business/Managerial Economics",18814,193,35182,49224,69521
"The University of Texas at San Antonio","Finance and Financial Management Services",19757,210,44738,59999,81045
"The University of Texas at San Antonio","Hospitality Administration/Management",20119,235,31139,42294,57895
"The University of Texas at San Antonio","Management Information Systems and Services",21542,228,54532,74047,101333
"The University of Texas at San Antonio","Management Sciences and Quantitative Methods",20834,240,55032,77371,109835
"The University of Texas at San Antonio","Marketing",20282,217,37465,50867,69603
"The University of Texas at San Antonio","Real Estate",19851,202,35804,60856,105888
"The University of Texas at San Antonio","History",22415,227,30502,43536,62798
"Texas Southern University","Biology, General",27800,296,30826,34927,39625
"Texas Southern University","Health and Physical Education/Fitness",26065,260,27994,47656,83062
"Texas Southern University","Criminal Justice and Corrections",29327,330,31964,48415,74393
"Texas Southern University","Social Work",30131,313,38831,43618,49050
"Texas Southern University","Health Services/Allied Health/Health Sciences, General",28458,307,25065,41024,68515
"Texas Southern University","Health and Medical Administrative Services",28837,329,36097,41327,47387
"Texas Southern University","Business Administration, Management and Operations",29938,297,37563,52161,73085
"Texas Tech University","Agricultural Business and Management",18989,167,44221,71893,119202
"Texas Tech University","Animal Sciences",19453,212,29454,45763,72261
"Texas Tech University","Natural Resources Conservation and Research",23538,243,34057,40847,49126
"Texas Tech University","Architecture",21274,212,40206,54109,73357
"Texas Tech University","Communication and Media Studies",23069,229,29818,49580,84233
"Texas Tech University","Journalism",21032,233,30689,42248,58658
"Texas Tech University","Radio, Television, and Digital Communication",23322,246,29663,40553,55894
"Texas Tech University","Public Relations, Advertising, and Applied Communication",19650,215,38156,51556,70190
"Texas Tech University","Computer and Information Sciences, General",21701,207,77243,91795,109360
"Texas Tech University","Information Science/Studies",24005,264,56370,77185,106559
"Texas Tech University","Chemical Engineering",27375,289,76395,92466,112258
"Texas Tech University","Electrical, Electronics and Communications Engineering",26308,276,77068,87675,99880
"Texas Tech University","Mechanical Engineering",23786,265,72535,81351,91339
"Texas Tech University","Petroleum Engineering",26881,263,86977,106480,130801
"Texas Tech University","Construction Engineering",22064,259,72762,88553,108118
"Texas Tech University","Industrial Engineering",27025,302,67548,91341,124455
"Texas Tech University","Romance Languages, Literatures, and Linguistics",21258,209,28561,46691,77880
"Texas Tech University","Family and Consumer Sciences/Human Sciences, General",24395,248,33083,43909,58668
"Texas Tech University","Family and Consumer Economics and Related Studies",27009,286,49979,67444,91696
"Texas Tech University","Human Development, Family Studies, and Related Services",21817,225,34396,45788,61370
"Texas Tech University","Rhetoric and Composition/Writing Studies",20328,217,41614,49468,58951
"Texas Tech University","Liberal Arts and Sciences, General Studies and Humanities",24201,257,38736,45913,54551
"Texas Tech University","Biology, General",23120,228,28567,43555,67398
"Texas Tech University","Mathematics",28938,296,43743,53440,65505
"Texas Tech University","Science, Technology and Society",26764,287,61150,78574,101493
"Texas Tech University","Multi/Interdisciplinary Studies, Other",20480,199,46825,50770,55077
"Texas Tech University","Health and Physical Education/Fitness",22115,236,29859,48596,80668
"Texas Tech University","Chemistry",26700,291,38097,59067,93058
"Texas Tech University","Geological and Earth Sciences/Geosciences",26625,268,46712,51550,56935
"Texas Tech University","Psychology, General",22788,228,31982,42334,56405
"Texas Tech University","Economics",26015,286,42841,55622,72627
"Texas Tech University","Political Science and Government",22673,228,33222,53731,88589
"Texas Tech University","Sociology",24063,236,30168,47659,76613
"Texas Tech University","Drama/Theatre Arts and Stagecraft",22656,246,20263,39572,80214
"Texas Tech University","Business Administration, Management and Operations",19811,210,51725,66219,85206
"Texas Tech University","Accounting and Related Services",21637,217,58551,76067,99389
