"Institution","Major","Avg Debt","Avg Payment","Salary 1 Yr","Salary 4 Yr","Projected Salary 10 Yr"
"Elizabeth City State University","Social Work",23314,227,32142,34155,36305
"Elizabeth City State University","Business Administration, Management and Operations",24977,282,26387,32946,41305
"Elon University","Health and Physical Education/Fitness",18917,241,22568,55945,148506
"Fayetteville State University","Communication and Media Studies",25744,286,19875,36923,70818
"Fayetteville State University","Teacher Education and Professional Development, Specific Levels and Methods",26613,286,37591,39249,40986
"Fayetteville State University","Liberal Arts and Sciences, General Studies and Humanities",26254,317,31679,37527,44561
"Fayetteville State University","Biology, General",23536,249,31538,40425,52083
"Fayetteville State University","Psychology, General",19861,212,29295,36420,45457
"Fayetteville State University","Criminal Justice and Corrections",19973,209,28268,37452,49948
"Fayetteville State University","Fire Protection",14672,147,60240,77717,100808
"Fayetteville State University","Social Work",29056,310,29665,43024,63121
"Fayetteville State University","Sociology",25528,257,29704,37465,47466
"Fayetteville State University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",18453,187,63264,74916,88926
"Fayetteville State University","Business Administration, Management and Operations",24448,264,30391,42451,59851
"Gardner-Webb University","Clinical, Counseling and Applied Psychology",27261,274,30981,39990,51900
"Gardner-Webb University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",20107,200,63611,66782,70125
"Gardner-Webb University","Business Administration, Management and Operations",25611,286,39879,40880,41908
"Gardner-Webb University","Accounting and Related Services",25043,260,40655,55487,76343
"Guilford College","Psychology, General",28620,286,27390,39372,57220
"Guilford College","Criminal Justice and Corrections",27084,286,31885,40054,50534
"Guilford College","Accounting and Related Services",26400,249,43720,52677,63653
"Johnson C Smith University","Business Administration, Management and Operations",34307,337,36345,37977,39689
"Lees-McRae College","Teacher Education and Professional Development, Specific Levels and Methods",15907,159,35317,38705,42448
"Lees-McRae College","Criminal Justice and Corrections",15448,149,35056,31811,31811
"Lees-McRae College","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",19194,205,62744,72955,84989
"Lenoir-Rhyne University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",21945,223,60128,60268,60408
"Livingstone College","Liberal Arts and Sciences, General Studies and Humanities",32004,286,22775,31814,44856
"Livingstone College","Criminal Justice and Corrections",31921,356,20489,38447,74561
"Mars Hill University","Social Work",27382,276,35615,39344,43499
"Mars Hill University","Business Administration, Management and Operations",23562,233,36276,42659,50275
"Methodist University","Health and Physical Education/Fitness",29028,286,23084,38394,65249
"Methodist University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",26659,286,63887,67630,71612
"Methodist University","Business Administration, Management and Operations",23740,286,36357,46293,59232
"Miller-Motte College-Wilmington","Health and Medical Administrative Services",44227,520,31897,31789,31789
"Montreat College","Business Administration, Management and Operations",22963,246,38444,53616,75468
"University of Mount Olive","Teacher Education and Professional Development, Specific Levels and Methods",31864,331,34153,37639,41513
"University of Mount Olive","Teacher Education and Professional Development, Specific Subject Areas",23815,277,38780,40485,42271
"University of Mount Olive","Biology, General",25518,280,32148,40791,52003
"University of Mount Olive","Criminal Justice and Corrections",30047,314,39054,43107,47619
"University of Mount Olive","Health and Medical Administrative Services",36208,382,38342,45947,55211
"University of Mount Olive","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",23886,251,74573,78472,82593
"University of Mount Olive","Business Administration, Management and Operations",31168,329,40913,50645,62930
"University of Mount Olive","Human Resources Management and Services",37554,388,41545,56668,77919
"North Carolina A & T State University","Animal Sciences",26956,288,33533,34067,34610
"North Carolina A & T State University","Teacher Education and Professional Development, Specific Subject Areas",20883,209,37869,44714,52918
"North Carolina A & T State University","Electrical, Electronics and Communications Engineering",25701,287,74308,75831,77388
"North Carolina A & T State University","Mechanical Engineering",26353,286,67077,80018,95704
"North Carolina A & T State University","Electrical Engineering Technologies/Technicians",30644,355,45511,73273,120218
"North Carolina A & T State University","Liberal Arts and Sciences, General Studies and Humanities",26293,280,28439,37786,50544
"North Carolina A & T State University","Biology, General",26794,293,21120,41378,84174
"North Carolina A & T State University","Psychology, General",26365,276,28136,33439,39840
"North Carolina A & T State University","Criminal Justice and Corrections",27004,286,31062,37857,46289
"North Carolina A & T State University","Social Work",26074,276,25718,38014,56908
"North Carolina A & T State University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",19115,178,65017,62160,62160
"North Carolina A & T State University","Business Administration, Management and Operations",27859,297,41509,53238,68634
"University of North Carolina at Asheville","Natural Resources Conservation and Research",20304,237,25247,33873,45774
"University of North Carolina at Asheville","Communication and Media Studies",20333,228,27787,28950,30166
"University of North Carolina at Asheville","Engineering, General",28667,323,68183,86814,111075
"University of North Carolina at Asheville","English Language and Literature, General",21003,246,22794,29503,38399
"University of North Carolina at Asheville","Biology, General",22169,236,18414,33989,64729
"University of North Carolina at Asheville","Psychology, General",19054,207,22599,37132,62276
"University of North Carolina at Asheville","Economics",19192,201,29475,52466,96010
"University of North Carolina at Asheville","Sociology",21484,218,21560,36180,62083
"University of North Carolina at Asheville","Public Health",19916,228,22080,37319,64538
"University of North Carolina at Asheville","Business Administration, Management and Operations",18891,200,37736,45007,53818
"University of North Carolina at Asheville","History",18956,173,24317,37461,58614
"University of North Carolina at Chapel Hill","Natural Resources Conservation and Research",13190,127,34631,49872,72621
"University of North Carolina at Chapel Hill","Area Studies",13770,141,34614,43478,54849
"University of North Carolina at Chapel Hill","Communication and Media Studies",14971,155,40566,59487,88304
"University of North Carolina at Chapel Hill","Information Science/Studies",13875,140,69708,90138,117199
"University of North Carolina at Chapel Hill","Computer Science",13588,143,81239,107225,142434
"University of North Carolina at Chapel Hill","Romance Languages, Literatures, and Linguistics",13843,142,34851,43128,53573
"University of North Carolina at Chapel Hill","English Language and Literature, General",14572,157,26416,48296,91014
"University of North Carolina at Chapel Hill","Biology, General",14568,159,28166,41546,62058
"University of North Carolina at Chapel Hill","Mathematics",15279,160,50092,87301,156107
"University of North Carolina at Chapel Hill","Peace Studies and Conflict Resolution",14007,148,42149,63183,96015
"University of North Carolina at Chapel Hill","Health and Physical Education/Fitness",15716,175,29324,47623,78870
"University of North Carolina at Chapel Hill","Chemistry",13966,148,30174,59852,123442
"University of North Carolina at Chapel Hill","Psychology, General",14507,148,30399,46914,73545
"University of North Carolina at Chapel Hill","Public Policy Analysis",13509,148,45644,63152,88146
"University of North Carolina at Chapel Hill","Anthropology",13381,133,31032,41213,55102
"University of North Carolina at Chapel Hill","Economics",14668,150,61960,79084,101443
"University of North Carolina at Chapel Hill","Political Science and Government",14677,154,39057,58890,90050
"University of North Carolina at Chapel Hill","Sociology",14486,149,33021,51279,80927
"University of North Carolina at Chapel Hill","Fine and Studio Arts",12846,123,24065,34079,48749
"University of North Carolina at Chapel Hill","Dental Support Services and Allied Professions",12324,117,50428,52735,55157
"University of North Carolina at Chapel Hill","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",18800,210,64705,65538,66383
"University of North Carolina at Chapel Hill","Business Administration, Management and Operations",14394,151,76943,105246,145141
"University of North Carolina at Chapel Hill","Human Resources Management and Services",14098,135,46321,56616,69432
"University of North Carolina at Chapel Hill","History",14378,151,31387,43835,61791
"University of North Carolina at Charlotte","Communication and Media Studies",20694,217,35215,47815,65431
"University of North Carolina at Charlotte","Computer Science",21521,228,65282,82583,104951
"University of North Carolina at Charlotte","Special Education and Teaching",21513,231,40337,41222,42128
"University of North Carolina at Charlotte","Teacher Education and Professional Development, Specific Levels and Methods",22405,237,39016,41455,44060
"University of North Carolina at Charlotte","Civil Engineering",21525,233,63388,72461,82956
"University of North Carolina at Charlotte","Computer Engineering",22039,217,63076,90188,130334
"University of North Carolina at Charlotte","Electrical, Electronics and Communications Engineering",23095,233,72282,80010,88640
"University of North Carolina at Charlotte","Mechanical Engineering",24799,284,65719,76149,88394
"University of North Carolina at Charlotte","Systems Engineering",23187,276,56286,78998,111941
"University of North Carolina at Charlotte","Construction Engineering Technologies",23517,281,65938,74218,83635
"University of North Carolina at Charlotte","Germanic Languages, Literatures, and Linguistics",20353,231,38814,39104,39396
"University of North Carolina at Charlotte","Romance Languages, Literatures, and Linguistics",20631,228,28921,42064,61899
"University of North Carolina at Charlotte","English Language and Literature, General",21145,207,28405,38403,52315
"University of North Carolina at Charlotte","Biology, General",21252,228,30091,44526,66733
"University of North Carolina at Charlotte","Mathematics",22619,239,41544,57150,79287
"University of North Carolina at Charlotte","Mathematics and Statistics, Other",20678,239,49522,67211,91930
"University of North Carolina at Charlotte","International/Global Studies",21517,246,25535,43897,77329
"University of North Carolina at Charlotte","Health and Physical Education/Fitness",22486,239,32047,40186,50608
"University of North Carolina at Charlotte","Geological and Earth Sciences/Geosciences",22084,244,34403,46097,62208
"University of North Carolina at Charlotte","Psychology, General",21398,228,29047,40332,56506
"University of North Carolina at Charlotte","Criminal Justice and Corrections",20119,220,35861,45493,57985
"University of North Carolina at Charlotte","Geography and Cartography",21613,241,40106,60251,91772
"University of North Carolina at Charlotte","Political Science and Government",21496,228,30457,47682,75908
"University of North Carolina at Charlotte","Sociology",22756,239,32302,41234,52898
"University of North Carolina at Charlotte","Fine and Studio Arts",25097,266,24430,36101,54029
"University of North Carolina at Charlotte","Allied Health Diagnostic, Intervention, and Treatment Professions",17606,171,61868,65668,69722
"University of North Carolina at Charlotte","Public Health",24785,286,37227,48403,63297
"University of North Carolina at Charlotte","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",18770,203,64962,66479,68034
"University of North Carolina at Charlotte","Business Administration, Management and Operations",21108,217,45958,53976,63530
"University of North Carolina at Charlotte","Accounting and Related Services",21266,233,47297,64596,88939
"University of North Carolina at Charlotte","Business/Managerial Economics",20955,223,42258,60549,87697
"University of North Carolina at Charlotte","Finance and Financial Management Services",20629,228,48744,65028,87354
"University of North Carolina at Charlotte","International Business",19311,225,39525,49971,63468
"University of North Carolina at Charlotte","Marketing",19366,207,40345,55979,78368
"University of North Carolina at Charlotte","History",21194,213,32513,43572,58811
"University of North Carolina at Greensboro","Communication and Media Studies",22053,244,26132,38667,57951
"University of North Carolina at Greensboro","Computer Science",23364,259,63978,90983,130730
"University of North Carolina at Greensboro","Computer Systems Networking and Telecommunications",22875,254,48322,53121,58440
"University of North Carolina at Greensboro","Romance Languages, Literatures, and Linguistics",19932,228,33763,35624,37597
"University of North Carolina at Greensboro","Human Development, Family Studies, and Related Services",24400,265,31008,36915,44059
"University of North Carolina at Greensboro","Apparel and Textiles",25357,268,31877,42607,57350
"University of North Carolina at Greensboro","English Language and Literature, General",19232,186,25262,39169,61712
"University of North Carolina at Greensboro","Liberal Arts and Sciences, General Studies and Humanities",21571,217,27419,37419,51479
"University of North Carolina at Greensboro","Biology, General",24449,269,32995,43893,58788
"University of North Carolina at Greensboro","Health and Physical Education/Fitness",22224,240,28795,37418,48902
"University of North Carolina at Greensboro","Psychology, General",21830,231,25204,37608,56870
"University of North Carolina at Greensboro","Social Work",23963,265,29200,44724,69546
"University of North Carolina at Greensboro","Anthropology",24829,286,22187,26671,32152
"University of North Carolina at Greensboro","Political Science and Government",22377,250,29100,42318,62263
"University of North Carolina at Greensboro","Sociology",22997,257,25499,39940,63617
"University of North Carolina at Greensboro","Fine and Studio Arts",22767,258,19997,31238,49613
"University of North Carolina at Greensboro","Music",24866,278,13593,38820,121464
"University of North Carolina at Greensboro","Public Health",23325,265,36465,40000,43909
"University of North Carolina at Greensboro","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",20259,224,61975,68752,76339
"University of North Carolina at Greensboro","Business Administration, Management and Operations",22345,245,39754,49276,61314
"University of North Carolina at Greensboro","Accounting and Related Services",20653,212,41044,53080,69025
"University of North Carolina at Greensboro","Finance and Financial Management Services",20806,239,40493,56093,78393
"University of North Carolina at Greensboro","History",22701,245,22427,40850,76666
"North Carolina Central University","Communication and Media Studies",27040,290,24642,34038,47427
"North Carolina Central University","Family and Consumer Sciences/Human Sciences, General",30148,301,29675,37040,46423
"North Carolina Central University","Biology, General",30034,286,27966,41733,63114
"North Carolina Central University","Health and Physical Education/Fitness",35070,329,24712,42587,75223
"North Carolina Central University","Psychology, General",27603,288,27220,35634,46932
"North Carolina Central University","Criminal Justice and Corrections",27154,286,32071,38487,46315
"North Carolina Central University","Fine and Studio Arts",28499,329,19472,28300,41612
"North Carolina Central University","Pharmacy, Pharmaceutical Sciences, and Administration",23596,237,48605,60019,74389
"North Carolina Central University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",31739,329,68510,73033,77881
"North Carolina Central University","Business Administration, Management and Operations",28926,302,36509,42441,49430
"North Carolina State University at Raleigh","Agricultural Business and Management",19671,207,43747,60608,84714
"North Carolina State University at Raleigh","Animal Sciences",20532,222,32848,43013,56666
"North Carolina State University at Raleigh","Natural Resources Conservation and Research",20255,223,33477,39680,47146
"North Carolina State University at Raleigh","Communication and Media Studies",19257,212,35503,47004,62640
"North Carolina State University at Raleigh","Computer Science",19541,217,79512,98925,123568
"North Carolina State University at Raleigh","Teacher Education and Professional Development, Specific Levels and Methods",20706,228,41697,42750,43832
"North Carolina State University at Raleigh","Aerospace, Aeronautical and Astronautical Engineering",19256,220,66591,81589,100309
"North Carolina State University at Raleigh","Biomedical/Medical Engineering",18097,211,66027,92574,131035
"North Carolina State University at Raleigh","Chemical Engineering",19832,224,79568,94710,113019
"North Carolina State University at Raleigh","Civil Engineering",21624,254,67004,76320,87054
"North Carolina State University at Raleigh","Computer Engineering",21421,240,74849,90912,110771
"North Carolina State University at Raleigh","Electrical, Electronics and Communications Engineering",22340,249,71463,87305,107016
"North Carolina State University at Raleigh","Mechanical Engineering",19713,245,66842,79841,95619
"North Carolina State University at Raleigh","Industrial Engineering",18926,224,71911,92373,119279
"North Carolina State University at Raleigh","Environmental Control Technologies/Technicians",20094,224,44380,62693,89447
"North Carolina State University at Raleigh","English Language and Literature, General",20316,220,32864,42708,55819
"North Carolina State University at Raleigh","Biology, General",19667,217,29669,57457,115388
"North Carolina State University at Raleigh","Biochemistry, Biophysics and Molecular Biology",21580,233,36862,76667,166724
"North Carolina State University at Raleigh","Nutrition Sciences",20417,216,34004,56784,96923
"North Carolina State University at Raleigh","International/Global Studies",21562,237,40633,44769,49365
"North Carolina State University at Raleigh","Parks, Recreation and Leisure Facilities Management",19105,201,30122,45730,70440
"North Carolina State University at Raleigh","Health and Physical Education/Fitness",18588,201,33839,61801,116327
"North Carolina State University at Raleigh","Geological and Earth Sciences/Geosciences",20564,212,43081,51876,62646
"North Carolina State University at Raleigh","Psychology, General",18918,213,31267,45056,65652
"North Carolina State University at Raleigh","Social Work",17882,185,32273,42436,56149
"North Carolina State University at Raleigh","Political Science and Government",20052,217,33698,51838,80984
"North Carolina State University at Raleigh","Business Administration, Management and Operations",18166,207,53869,69742,90795
"North Carolina State University at Raleigh","Accounting and Related Services",17900,196,51932,70576,96668
"North Carolina State University at Raleigh","History",17845,175,29945,46314,72774
"North Carolina Wesleyan University","Computer and Information Sciences, General",22508,221,38717,49708,64152
"North Carolina Wesleyan University","Psychology, General",26697,276,32837,41848,53594
"North Carolina Wesleyan University","Criminal Justice and Corrections",26354,274,32967,37780,43363
"North Carolina Wesleyan University","Business Administration, Management and Operations",23938,244,35750,48637,66694
"North Carolina Wesleyan University","Accounting and Related Services",20710,212,40846,44078,47589
"University of North Carolina Wilmington","Natural Resources Conservation and Research",20971,228,26907,38508,55704
"University of North Carolina Wilmington","Communication and Media Studies",19384,201,31344,44581,64067
"University of North Carolina Wilmington","Computer Science",23616,254,63875,80714,102458
"University of North Carolina Wilmington","Special Education and Teaching",17750,202,38560,42392,46640
"University of North Carolina Wilmington","Teacher Education and Professional Development, Specific Levels and Methods",18014,193,38182,41584,45317
"University of North Carolina Wilmington","Romance Languages, Literatures, and Linguistics",20743,246,23955,42495,77473
"University of North Carolina Wilmington","Rhetoric and Composition/Writing Studies",24848,278,19094,40400,89566
"University of North Carolina Wilmington","Biology, General",20756,223,32908,43383,57557
"University of North Carolina Wilmington","Physiology, Pathology and Related Sciences",19129,215,27156,48613,89514
"University of North Carolina Wilmington","Parks, Recreation and Leisure Facilities Management",21829,213,34156,37282,40720
"University of North Carolina Wilmington","Chemistry",19139,174,38022,53767,76796
"University of North Carolina Wilmington","Psychology, General",20828,222,26299,41804,67649
"University of North Carolina Wilmington","Social Work",18673,207,30688,42444,59220
"University of North Carolina Wilmington","Criminology",20010,212,30750,41747,57120
"University of North Carolina Wilmington","Political Science and Government",20120,219,26840,48480,90152
"University of North Carolina Wilmington","Sociology",22685,246,28406,44355,70413
"University of North Carolina Wilmington","Film/Video and Photographic Arts",20201,217,19991,30090,45926
"University of North Carolina Wilmington","Fine and Studio Arts",23521,238,25487,27708,30140
"University of North Carolina Wilmington","Public Health",20472,227,31130,42907,59649
"University of North Carolina Wilmington","Rehabilitation and Therapeutic Professions",20096,207,35892,43080,51851
"University of North Carolina Wilmington","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",16081,160,67016,71322,75929
"University of North Carolina Wilmington","Health Professions and Related Clinical Sciences, Other",21994,248,49991,64596,83926
"University of North Carolina Wilmington","Business Administration, Management and Operations",19375,207,43326,63879,95372
"University of North Carolina Wilmington","History",21516,242,25094,39424,62999
"William Peace University","Psychology, General",26423,281,27152,37558,52410
"William Peace University","Business Administration, Management and Operations",22099,226,41581,52835,67457
"University of North Carolina at Pembroke","Computer Science",24055,265,36131,82447,199079
"University of North Carolina at Pembroke","Teacher Education and Professional Development, Specific Levels and Methods",21748,244,36790,38302,39882
"University of North Carolina at Pembroke","Teacher Education and Professional Development, Specific Subject Areas",23385,266,37457,39023,40660
"University of North Carolina at Pembroke","Biology, General",23495,276,27686,39996,58434
"University of North Carolina at Pembroke","Health and Physical Education/Fitness",24359,271,26031,39153,59712
"University of North Carolina at Pembroke","Psychology, General",23583,246,24183,37344,58581
"University of North Carolina at Pembroke","Criminal Justice and Corrections",22442,260,37164,40052,43185
"University of North Carolina at Pembroke","Social Work",25877,285,34688,42727,52820
"University of North Carolina at Pembroke","Sociology",25476,265,28512,35722,44945
"University of North Carolina at Pembroke","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",25805,289,62649,68684,75353
"University of North Carolina at Pembroke","Business Administration, Management and Operations",25713,272,35164,51596,76639
"Queens University of Charlotte","Communication and Media Studies",26244,286,41756,46122,50987
"Queens University of Charlotte","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",23371,265,64422,66132,67891
"Mid-Atlantic Christian University","Bible/Biblical Studies",24374,257,11447,36506,130141
"Saint Augustine's University","Health and Physical Education/Fitness",32750,329,22407,33787,51667
"Saint Augustine's University","Business Administration, Management and Operations",28616,315,31717,43192,59288
"Salem College","Business Administration, Management and Operations",27025,286,36015,37714,39500
"Shaw University","Business Administration, Management and Operations",33755,304,28071,40945,60436
"St. Andrews University","Health and Physical Education/Fitness",25462,276,28618,36456,46668
"Wingate University","Public Relations, Advertising, and Applied Communication",23609,229,34632,50211,73639
"Wingate University","Teacher Education and Professional Development, Specific Subject Areas",24284,278,36632,41166,46314
"Wingate University","Psychology, General",22689,270,26334,39502,60071
"Winston-Salem State University","Teacher Education and Professional Development, Specific Levels and Methods",26715,289,37471,35174,35174
"Winston-Salem State University","Liberal Arts and Sciences, General Studies and Humanities",25552,270,30424,32477,34681
"Winston-Salem State University","Biology, General",25915,276,28739,35669,44443
"Winston-Salem State University","Health and Physical Education/Fitness",24781,276,22879,35607,56326
"Winston-Salem State University","Health and Medical Administrative Services",27743,302,28383,42216,63620
"Winston-Salem State University","Clinical/Medical Laboratory Science/Research and Allied Professions",21640,220,52330,59239,67146
"Winston-Salem State University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",17423,179,64767,73285,83029
"Winston-Salem State University","Business Administration, Management and Operations",27539,276,31399,39567,50082
"Western Carolina University","Natural Resources Management and Policy",19913,196,39058,39771,40498
"Western Carolina University","Communication and Media Studies",20451,198,25552,44979,81311
"Western Carolina University","Teacher Education and Professional Development, Specific Levels and Methods",21720,253,36517,39561,42882
"Western Carolina University","Teacher Education and Professional Development, Specific Subject Areas",22685,264,37608,41076,44893
"Western Carolina University","Engineering Technology, General",23815,268,59115,67301,76728
"Western Carolina University","Construction Engineering Technologies",24452,276,60973,76573,96581
"Western Carolina University","Biology, General",23672,267,26385,43110,71864
"Western Carolina University","Parks, Recreation and Leisure Facilities Management",20514,227,23684,33350,47421
"Western Carolina University","Psychology, General",21395,231,23802,32439,44564
"Western Carolina University","Criminal Justice and Corrections",21750,227,37862,46331,56887
"Western Carolina University","Public Administration",16748,183,50204,58649,68653
"Western Carolina University","Social Work",22193,263,30452,39978,52809
"Western Carolina University","Sociology",23080,246,20085,40864,86701
"Western Carolina University","Allied Health Diagnostic, Intervention, and Treatment Professions",22782,266,49221,47130,47130
"Western Carolina University","Public Health",23510,286,38334,44528,51820
"Western Carolina University","Dietetics and Clinical Nutrition Services",20263,254,17720,39640,93583
"Western Carolina University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",17708,186,61775,65830,70175
"Western Carolina University","Business Administration, Management and Operations",20830,231,38582,44964,52504
"Western Carolina University","Accounting and Related Services",20100,206,45218,51846,59538
"Western Carolina University","Finance and Financial Management Services",21127,234,39439,51753,68331
"Western Carolina University","Marketing",21732,243,34047,51579,79270
"Western Carolina University","History",23174,252,24768,42612,75130
"Rasmussen University-North Dakota","Computer Science",31108,298,58981,73463,91869
"Rasmussen University-North Dakota","Computer/Information Technology Administration and Management",33839,343,52460,69916,93823
"Rasmussen University-North Dakota","Educational Administration and Supervision",28106,282,35283,36299,37347
"Rasmussen University-North Dakota","Criminal Justice and Corrections",33945,310,42848,38902,38902
"Rasmussen University-North Dakota","Health and Medical Administrative Services",29230,278,45713,49420,53455
"Rasmussen University-North Dakota","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",24924,265,68560,82469,99482
"Rasmussen University-North Dakota","Business Administration, Management and Operations",28928,277,56736,56566,56566
"Rasmussen University-North Dakota","Accounting and Related Services",29570,277,50102,55860,62341
"Rasmussen University-North Dakota","Finance and Financial Management Services",24916,259,51806,63775,78792
"Rasmussen University-North Dakota","Human Resources Management and Services",30366,295,47987,56152,65842
"Rasmussen University-North Dakota","Marketing",27247,282,46195,58760,75104
"Bismarck State College","Business Administration, Management and Operations",18932,162,104766,123359,145575
"Dickinson State University","Teacher Education and Professional Development, Specific Levels and Methods",17653,159,46535,44927,44927
"Dickinson State University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",26963,268,63812,65020,66253
"Dickinson State University","Business Administration, Management and Operations",20434,201,49475,50499,51546
"Dickinson State University","Accounting and Related Services",22542,221,49691,47496,47496
"University of Jamestown","Business Administration, Management and Operations",22336,260,44290,53482,64773
"University of Mary","Business Administration, Management and Operations",24400,272,57608,62591,68044
"Mayville State University","Teacher Education and Professional Development, Specific Levels and Methods",23650,262,43805,42980,42980
"Mayville State University","Business Administration, Management and Operations",19508,209,37054,51963,73568
"Minot State University","Teacher Education and Professional Development, Specific Levels and Methods",22267,248,41647,42286,42936
"Minot State University","Criminal Justice and Corrections",18606,167,45060,48088,51338
"Minot State University","Social Work",17763,178,40644,44046,47758
"Minot State University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",22235,233,65323,69266,73468
"Minot State University","Business Administration, Management and Operations",20856,228,42829,51553,62232
"Minot State University","Marketing",19375,224,47432,46635,46635
"University of North Dakota","Communication and Media Studies",21668,217,32720,46659,67238
"University of North Dakota","Teacher Education and Professional Development, Specific Levels and Methods",24293,281,38461,41931,45743
"University of North Dakota","Chemical Engineering",24599,265,65100,88123,120203
"University of North Dakota","Civil Engineering",22739,193,68014,74705,82114
"University of North Dakota","Electrical, Electronics and Communications Engineering",26146,286,78552,91053,105735
"University of North Dakota","Mechanical Engineering",22355,239,69247,78739,89655
"University of North Dakota","Petroleum Engineering",27284,286,89082,86097,86097
"University of North Dakota","Liberal Arts and Sciences, General Studies and Humanities",23438,237,39105,56660,83041
"University of North Dakota","Biology, General",19996,218,29034,60146,130214
"University of North Dakota","Psychology, General",20554,219,34061,46930,65217
"University of North Dakota","Criminal Justice and Corrections",18112,207,41537,50475,61531
"University of North Dakota","Social Work",22146,236,45786,49870,54351
"University of North Dakota","Air Transportation",20833,228,48781,74569,115712
"University of North Dakota","Clinical/Medical Laboratory Science/Research and Allied Professions",24199,257,63477,60349,60349
"University of North Dakota","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",21037,261,67634,64294,64294
"University of North Dakota","Accounting and Related Services",21484,250,53173,62317,73187
"University of North Dakota","Marketing",20670,246,44398,64234,93994
"North Dakota State University-Main Campus","Agricultural Business and Management",17250,190,54383,62322,71531
"North Dakota State University-Main Campus","Veterinary/Animal Health Technologies/Technicians",20133,227,33334,37074,41272
"North Dakota State University-Main Campus","Computer Science",23306,265,63124,73998,86928
"North Dakota State University-Main Campus","Teacher Education and Professional Development, Specific Subject Areas",21858,263,42972,48240,54214
"North Dakota State University-Main Campus","Civil Engineering",20417,236,67295,71381,75737
"North Dakota State University-Main Campus","Computer Engineering",20374,228,70358,107333,166189
"North Dakota State University-Main Campus","Mechanical Engineering",23389,277,67796,79027,92299
"North Dakota State University-Main Campus","Human Development, Family Studies, and Related Services",21912,241,38599,39825,41093
"North Dakota State University-Main Campus","English Language and Literature, General",20820,228,22918,37442,62410
"North Dakota State University-Main Campus","Biology, General",20963,231,28331,49894,90242
"North Dakota State University-Main Campus","Multi/Interdisciplinary Studies, Other",18179,189,37677,43424,50132
"North Dakota State University-Main Campus","Psychology, General",21807,241,36482,43659,52389
"North Dakota State University-Main Campus","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",22757,257,64662,64237,64237
"North Dakota State University-Main Campus","Business Administration, Management and Operations",21245,239,44932,56473,71288
"North Dakota State University-Main Campus","Accounting and Related Services",21310,246,51925,62441,75300
"North Dakota State University-Main Campus","Finance and Financial Management Services",21583,246,50272,62889,79002
"Valley City State University","Teacher Education and Professional Development, Specific Levels and Methods",16937,159,40073,43590,47444
"Valley City State University","Teacher Education and Professional Development, Specific Subject Areas",20007,215,45418,47585,49864
"Valley City State University","Business Administration, Management and Operations",23667,268,43334,51260,60778
"Herzing University-Akron","Computer Programming",34441,329,56100,74006,98253
"Herzing University-Akron","Computer/Information Technology Administration and Management",31451,341,55403,63039,71827
"Herzing University-Akron","Criminal Justice and Corrections",24037,205,60584,58875,58875
"Herzing University-Akron","Health and Medical Administrative Services",36778,401,42127,45666,49529
"Herzing University-Akron","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",27801,292,67037,70560,74284
"Herzing University-Akron","Business Administration, Management and Operations",32431,358,47914,55767,65032
"University of Akron Main Campus","Radio, Television, and Digital Communication",24631,276,30044,34810,40405
"University of Akron Main Campus","Public Relations, Advertising, and Applied Communication",25628,275,36712,44794,54836
"University of Akron Main Campus","Computer Systems Networking and Telecommunications",25081,284,56096,71628,91917
"University of Akron Main Campus","Special Education and Teaching",23341,245,32441,36765,41720
"University of Akron Main Campus","Biomedical/Medical Engineering",22837,245,55546,69004,86060
"University of Akron Main Campus","Civil Engineering",20582,212,62681,71191,80966
"University of Akron Main Campus","Mechanical Engineering",23498,254,67763,76736,87009
"University of Akron Main Campus","Mechanical Engineering Related Technologies/Technicians",24521,258,61743,67476,73790
"University of Akron Main Campus","Construction Engineering Technologies",24112,265,63015,72707,84033
"University of Akron Main Campus","English Language and Literature, General",29353,292,19847,40388,85711
"University of Akron Main Campus","Biology, General",21861,228,29264,49762,86626
"University of Akron Main Campus","Mathematics and Computer Science",24608,262,59793,78504,103709
"University of Akron Main Campus","Health and Physical Education/Fitness",27433,306,23602,42062,77072
